Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;Moyenne loyer mensuel;Surface moyenne (m²);nombre_observations;nombre_logements;methodologie_production
B2900;2025;Brest;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6.9;7.5;8.8;10.2;11.5;8.6;400;430;498;662;700;538;63;411;;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;;;8.5;10.1;12.5;14.5;16.8;11.2;300;346;435;501;600;451;40;341;3235;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;;Appart 1P;12.7;13.4;14.6;16.8;17.9;14.9;290;300;340;350;420;341;23;139;867;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;;Appart 2P;10.1;11;11.9;13.1;15;11.8;378;428;449;482;600;460;39;133;1264;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;;Appart 3P;7.4;7.4;8.5;9.7;10.9;8.6;500;500;545;596;663;558;65;52;779;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;17;;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;7.4;10.7;11.4;14.5;17.5;11;290;350;450;500;555;444;40;122;;Estimation directe
B2900;2025;Brest;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8.5;10.1;12.7;14;16.2;11.3;320;340;435;545;600;455;40;219;;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;;;9;9.6;10.2;11.8;12.5;10.3;440;480;540;617;696;555;54;1145;3757;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;;Appart 1P;10.4;11.5;12.4;13.1;15.9;12.6;317;374;385;418;475;397;32;77;328;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;;Appart 2P;9.3;10;11.4;12.3;13.5;11.3;430;461;500;540;555;498;44;588;1723;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;;Appart 3P;8.9;9.4;9.7;10.3;11.3;9.9;480;530;600;670;700;598;61;398;1340;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;;Appart 4P+;6.5;7.9;9;9.7;10.5;8.6;630;671;742;816;923;757;87;82;365;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;1. Moins de 1 an;;9.4;9.6;10.5;12;13.5;10.7;440;480;540;620;720;554;52;323;;Estimation directe
B2900;2025;Brest;;Appartement;5. Après 2005;2. 1 an et plus;;8.8;9.4;10;11.4;12.3;10.1;441;490;530;617;690;555;55;822;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;;7.9;9.3;10.7;12.3;14.1;10.2;410;500;609;765;950;649;63;8240;34131;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Maison 1-3P;7.6;9;10.3;12.1;13.3;10.1;550;600;640;809;925;698;69;239;2777;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Ensemble 4P+;6.7;8.3;9.5;10.7;11.6;9.3;630;724;855;1000;1127;874;94;1383;9501;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Maison 4P+;8;8.8;10.2;11.1;12;9.8;724;850;950;1048;1191;962;98;560;5331;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Appart 1P;11.2;12.6;14.4;16.1;17.9;14.2;295;331;381;435;470;384;27;1029;3506;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Appart 2P;9.3;10.3;11.8;13.1;14.1;11.6;410;460;512;568;617;516;45;3249;9837;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Appart 3P;7.9;9.2;10.3;11.3;12.1;10;528;580;650;716;785;648;65;2340;8510;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Appart 4P+;6.3;7.6;8.8;10;11.1;8.6;555;653;750;848;977;764;88;823;4170;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Ensemble 1P;11.2;12.6;14.4;16.1;17.9;14.2;295;331;381;435;470;384;27;1029;3592;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Ensemble 2P;9.3;10.4;11.8;13.1;14.1;11.6;410;465;520;570;620;520;45;3291;10500;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;;Ensemble 3P;7.8;9.1;10.2;11.3;12.3;10;530;590;650;734;835;664;67;2537;10538;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;1. Moins de 1 an;;8.1;9.8;11.3;12.8;14.5;10.5;410;491;599;721;900;628;60;1978;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 4P+;6.2;7.8;10;11.3;11.6;9.2;650;730;875;1000;1150;891;96;267;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 1P;11.9;12.6;14.8;16.8;18.6;14.7;300;342;390;450;470;390;27;333;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 2P;9.6;10.9;12.1;13.1;14.2;11.7;420;480;521;590;640;531;45;840;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 3P;8;9.5;10.4;11.4;12.1;10.1;530;590;650;740;803;665;66;538;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;2. 1 an et plus;;7.8;9.1;10.5;12.1;14;10.1;410;503;616;776;968;657;65;6262;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 4P+;6.9;8.3;9.4;10.6;11.6;9.3;623;723;851;996;1127;869;93;1116;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 1P;11;12.7;14.1;15.8;17.9;14;290;327;374;429;465;381;27;696;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 2P;9.3;10.3;11.8;13.1;14.1;11.5;400;458;514;564;610;514;45;2451;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 3P;7.6;8.9;10.1;11.3;12.3;9.9;529;586;650;730;835;664;67;1999;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;;;7.6;8.9;10.4;12.4;14.3;9.8;390;450;560;661;800;584;59;2957;6289;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 4P+;6;7.1;8.3;10;10.8;8.3;600;672;770;900;1000;801;97;395;1471;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 1P;10;12;13.9;16.1;18.8;13.8;317;338;382;434;470;388;28;404;620;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 2P;9.2;10.1;11.5;13.1;14.3;11.3;400;431;499;564;640;505;45;1270;2181;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 3P;7.6;8.5;9.7;10.8;12;9.5;480;540;600;660;745;611;65;888;2017;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;1. Moins de 1 an;;8;9.2;11;13.2;15;10.2;403;465;564;652;800;582;57;736;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;1. Avant 1946;2. 1 an et plus;;7.3;8.8;10.1;12;14.1;9.7;385;450;560;668;800;585;60;2221;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;;;7.3;8.5;9.7;11.2;13.1;9.5;475;548;620;700;843;644;68;922;7039;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 4P+;6.7;7.4;8.6;9.8;10.5;8.6;530;623;680;843;1054;750;87;308;2043;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 1P;12.5;12.5;14.2;16.2;20.6;14.5;300;340;370;465;483;389;27;50;565;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 2P;8.8;10;11.4;13.1;14;11.2;390;475;505;560;600;511;45;191;1915;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 3P;7.9;9;9.9;10.9;12.1;9.8;507;580;611;675;740;627;64;373;2516;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;1. Moins de 1 an;;8.5;9.4;10;11.8;13.1;10.2;483;560;608;650;769;632;62;187;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;2. Entre 1946-1970;2. 1 an et plus;;6.9;8.1;9.6;10.8;13.1;9.3;465;535;627;730;845;648;70;735;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;;;8.5;9.4;10.9;12.6;14.9;10.6;390;480;637;879;1006;680;64;905;7985;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 4P+;8.3;8.6;9.8;11.1;12.6;9.8;753;850;970;1040;1128;948;97;224;2433;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 1P;11.9;12.9;14.4;16.8;17.5;14.6;310;340;370;393;469;376;26;166;1220;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 2P;9.6;10.4;11.6;12.6;15.4;11.6;410;449;500;572;613;509;44;285;2177;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 3P;8.3;9.3;10.5;11.3;12.4;10.4;580;627;692;800;910;715;69;230;2155;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;1. Moins de 1 an;;9.1;10.3;11.3;12.6;16;11.1;390;480;610;850;910;657;59;192;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;3. Entre 1971-1990;2. 1 an et plus;;8.4;9.3;10.8;12.6;14.3;10.4;382;483;650;879;1012;688;66;713;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;;;8.8;9.8;10.8;12.3;13.8;10.6;470;530;660;885;1030;721;68;969;6381;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 4P+;8.4;9.1;10.3;11.2;11.4;10;748;840;943;1030;1230;954;96;181;1874;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 1P;11;13;15.3;16.1;16.8;14.3;320;353;440;470;480;416;29;89;642;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 2P;9.8;10.1;11.7;13;13.8;11.6;467;500;536;575;620;541;46;449;2033;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 3P;7.8;9.3;10.4;11.6;12.8;10.3;575;647;705;855;970;747;72;250;1831;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;1. Moins de 1 an;;9.8;10;11.4;12.5;16.1;11;470;500;600;840;1030;674;61;199;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;4. Entre 1991-2005;2. 1 an et plus;;8.5;9.6;10.7;12.2;13.6;10.5;480;547;701;925;1030;733;70;770;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;;;8.9;10.4;11.4;12.7;14;10.8;439;535;650;806;989;683;63;2487;6437;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 4P+;8.6;9.5;10.6;11.1;11.9;10.2;756;822;939;1010;1128;944;93;275;1680;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 1P;12.3;13.6;14.5;15.4;16.5;14.4;262;290;360;426;465;360;25;320;544;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 2P;10;11.5;12.4;13.3;13.9;12.2;467;508;544;580;610;540;44;1096;2194;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 3P;7.6;9.7;11;11.5;12.2;10.3;604;650;705;774;831;709;69;796;2019;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;1. Moins de 1 an;;5.9;10.6;11.5;12.9;13.9;10.6;428;531;609;780;931;661;63;664;;Estimation directe
B3000;2025;Agglomération de Nîmes;;;5. Après 2005;2. 1 an et plus;;9.1;10.3;11.3;12.5;14;10.9;440;535;653;826;990;691;63;1823;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;;;7.6;8.8;10.3;11.3;12.6;9.9;590;650;879;1000;1123;867;88;799;8108;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;;Maison 1-3P;7.6;9;10.3;12.1;13.3;10.1;550;600;640;809;925;698;69;239;2777;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;;Maison 4P+;8;8.8;10.2;11.1;12;9.8;724;850;950;1048;1191;962;98;560;5331;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;;5.9;8.6;10.3;11.4;13.3;9.7;553;620;840;955;1105;831;85;162;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;45;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;Maison 4P+;5.9;9;10.9;11.4;12.3;9.8;553;840;913;1081;1259;952;97;117;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;2. 1 an et plus;;7.9;8.9;10.2;11.3;12.5;9.9;600;700;885;1000;1127;876;88;637;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;2. 1 an et plus;Maison 1-3P;7.6;9;10.5;12.1;13.1;10.3;550;590;650;817;940;703;69;194;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;;2. 1 an et plus;Maison 4P+;8.2;8.8;10.1;11;11.9;9.8;748;850;962;1040;1191;964;99;443;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;1. Avant 1946;;;7;8;9.2;10.6;13.3;9.2;550;600;640;800;950;715;77;196;1300;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;1. Avant 1946;;Maison 1-3P;7;8;10;11.5;13.8;9.8;480;550;620;640;755;624;63;98;670;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;1. Avant 1946;;Maison 4P+;6.3;8;8.7;10.2;10.6;8.7;630;660;800;934;1033;822;94;98;629;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;46;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;1. Avant 1946;2. 1 an et plus;;6.9;8;9.2;10.3;11.9;9.1;550;613;660;805;950;731;81;150;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;;6.8;8.3;9.5;11.4;13.1;9.3;605;620;775;976;1136;848;91;101;1444;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;26;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;Maison 4P+;6.2;8.3;9.3;11.4;13.1;9.1;775;850;964;1130;1500;1034;114;75;799;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;26;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;2. 1 an et plus;;6.2;8.1;9.3;11.4;13.1;9.2;605;660;775;962;1130;850;93;75;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;;8.5;8.9;10.3;11.8;13.1;10.3;768;872;970;1017;1098;947;92;155;1955;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;Maison 4P+;8.5;8.8;9.9;11.3;12.6;10;845;900;999;1070;1166;997;100;121;1360;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;26;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;2. 1 an et plus;;8.5;8.8;9.9;11.9;13.3;10.2;712;871;995;1040;1082;945;93;129;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;;8.4;9.5;10.5;11.3;12.3;10.2;634;800;925;994;1145;903;89;170;1723;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;45;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;Maison 4P+;8.4;9.4;10.3;11.3;11.4;10;748;840;950;1035;1230;968;97;125;1257;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;28;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;2. 1 an et plus;;8.4;9.4;10.3;11.3;12.3;10.1;634;800;925;994;1145;899;89;142;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;5. Après 2005;;;5.9;9.5;10.6;11.3;12.1;10;580;709;950;1014;1127;916;92;177;1687;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;36;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;5. Après 2005;;Maison 4P+;8.5;9.9;10.6;11;11.9;10.3;800;900;990;1048;1183;989;96;141;1286;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;36;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Maison;5. Après 2005;2. 1 an et plus;;9.2;10.3;10.6;11.5;12.1;10.6;650;850;966;1032;1113;941;89;141;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;;;8.1;9.4;10.9;12.7;14.5;10.4;390;470;565;670;787;581;56;7441;26023;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;;Appart 1P;11.2;12.6;14.4;16.1;17.9;14.2;295;331;381;435;470;384;27;1029;3506;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;;Appart 2P;9.3;10.3;11.8;13.1;14.1;11.6;410;460;512;568;617;516;45;3249;9837;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;;Appart 3P;7.9;9.2;10.3;11.3;12.1;10;528;580;650;716;785;648;65;2340;8510;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;;Appart 4P+;6.3;7.6;8.8;10;11.1;8.6;555;653;750;848;977;764;88;823;4170;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;;8.6;10;11.4;12.9;15;10.8;399;474;569;660;790;583;54;1816;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 1P;11.9;12.6;14.8;16.8;18.6;14.7;300;342;390;450;470;390;27;333;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 2P;9.6;10.8;12;13;14.1;11.7;420;480;520;582;630;528;45;830;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 3P;8.8;9.7;10.6;11.4;12;10.5;536;581;650;740;790;658;63;503;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 4P+;6.3;7.7;8.8;10.3;11.2;8.6;650;720;800;905;1034;833;96;150;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;;7.8;9.2;10.7;12.5;14.3;10.3;390;470;565;673;785;581;57;5625;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 1P;11;12.7;14.1;15.8;17.9;14;290;327;374;429;465;381;27;696;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 2P;9.3;10.2;11.8;13.1;14.1;11.5;400;451;510;562;609;511;44;2419;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 3P;7.8;9;10;11.1;12.1;9.9;515;580;650;710;782;645;65;1837;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 4P+;6.6;7.5;8.8;9.9;10.9;8.6;530;635;739;827;922;743;86;673;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;;;7.7;9.2;10.7;12.7;14.7;10;380;446;535;650;768;559;56;2761;4990;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 1P;10;12;13.9;16.1;18.8;13.8;317;338;382;434;470;388;28;404;603;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 2P;9.2;10;11.4;13;14.3;11.3;397;430;480;550;622;498;44;1250;1943;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 3P;7.6;8.6;9.8;10.8;12;9.5;480;540;600;659;728;605;63;810;1602;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 4P+;6;6.6;8.2;9.6;10.9;8;571;691;770;871;1000;789;98;297;841;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;1. Moins de 1 an;;7.8;9.6;11.1;13.2;15.6;10.3;400;450;550;650;792;570;56;690;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;1. Avant 1946;2. 1 an et plus;;7.6;9;10.4;12.3;14.3;9.9;375;439;530;640;760;553;56;2071;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;;7.4;8.6;9.8;11;13.1;9.5;457;525;600;669;743;604;63;821;5595;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 1P;12.5;12.5;14.2;16.2;20.6;14.5;300;340;370;465;483;389;27;50;534;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 2P;8.8;10;11.4;12.9;14;11.2;390;475;505;560;600;510;45;189;1766;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 3P;8;9.1;9.9;10.9;12.1;9.9;511;561;603;673;730;620;63;349;2051;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 4P+;6.9;7.4;8.5;9.6;10;8.4;490;587;663;720;843;665;80;233;1244;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;8.5;9.4;10.5;12.1;13.1;10.3;480;555;590;650;720;590;57;161;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7.2;8.3;9.6;10.7;13.3;9.3;449;517;603;675;768;609;66;660;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;;8.5;9.9;11.3;12.8;16.1;10.8;370;420;540;660;767;556;51;750;6031;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 1P;11.9;12.9;14.4;16.8;17.5;14.6;310;340;370;393;469;376;26;166;1201;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 2P;9.6;10.4;11.6;12.6;15.7;11.6;410;448;500;570;609;508;44;282;2037;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 3P;8.1;9.3;10.3;10.9;11.5;9.9;580;633;660;740;769;675;68;199;1719;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 4P+;7.2;8.3;8.8;10.1;10.9;8.9;601;647;780;883;1008;786;88;103;1073;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;9.1;10.5;11.4;13.2;16.7;11.3;390;420;534;630;767;564;50;166;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;8.3;9.6;10.9;12.7;16.1;10.6;370;420;540;660;750;553;52;584;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;;9;10;11.4;13;15.3;11.1;421;500;558;652;790;588;53;799;4657;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 1P;11;13;15.3;16.1;16.8;14.3;320;353;440;470;480;416;29;89;634;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 2P;9.8;10;11.7;13;13.8;11.6;468;500;537;575;620;541;46;436;1945;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 3P;7.8;9.2;10.3;11.5;12.1;10.1;549;635;679;743;827;692;69;218;1461;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 4P+;8.5;9;9.6;10.4;11.4;9.7;708;756;813;947;1094;886;91;56;617;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;9.6;10;11.4;12.7;16.8;11.2;440;499;529;624;813;581;52;171;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8.9;10;11.5;13;14.7;11.1;420;500;560;652;790;591;53;628;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;;;9.1;10.5;11.6;13;14.3;11.3;416;514;600;736;822;616;55;2310;4750;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 1P;12.3;13.6;14.5;15.4;16.5;14.4;262;290;360;426;465;360;25;320;534;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 2P;10;11.5;12.5;13.3;13.9;12.1;462;507;539;573;610;538;44;1092;2146;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 3P;9.1;10.3;11.1;11.5;12.1;10.7;599;652;710;772;820;708;66;764;1677;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 4P+;8.9;9.1;10.2;11.3;11.7;10.1;739;800;822;881;977;859;85;134;394;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;1. Moins de 1 an;;10.3;11.1;11.8;13;14.1;11.7;391;491;600;750;800;616;53;628;;Estimation directe
B3000;2025;Agglomération de Nîmes;;Appartement;5. Après 2005;2. 1 an et plus;;9.1;10.3;11.5;13.1;14.5;11.1;430;520;600;730;822;616;55;1682;;Estimation directe
